増田さん<>sage<>2026/08/25(火) 22:51:52 ID:anond<>>>1<br>愛知県が一番チェーン店は出してるし、個人経営の店をもって不味いというのはわかってないなと感じる<>anond:20260825004155 (過去記事参照)
増田さん<>sage<>2026/08/25(火) 23:27:24 ID:anond<>>>1<br>・札幌それなりの給料の職に就くことができれば		それができれば苦労はしねえんだよなあ<>
増田さん<>sage<>2026/08/25(火) 23:56:51 ID:anond<>>>1<br>チェーン店頼みなの草味のベーシックインカムかよ<>
