増田さん<>sage<>2026/08/26(水) 03:00:54 ID:anond<>2025年に勤めていた会社の同僚がプロフィールをアップデートしていた。明らかに人がやったことをまるで自分がやったかのように書いていた。業界歴20年くらいのアラフォーがすることなんかなITフリーランスとしてご活躍だそうですが、英語が読めない設計も運用もできない、発狂している、勤怠できない土日に出勤しがち、残業で取り戻そうとするみたいな人、ボロが出そう。<>人の実績を自分の評価に繋げる人
増田さん<>sage<>2026/08/26(水) 03:03:37 ID:anond<>>>1<br>追い出されて嫉妬が止まらないってこと？<>
