増田さん<>sage<>2026/08/25(火) 22:17:47 ID:anond<>たとえばインターネットを見よ！⋯みたいなこと言う人おるけど、“核戦争とかあっても途切れない通信網作りたい！”っていうのは、軍事技術の話なのかなる通信技術の話じゃないの？<>軍事技術こそ世界を豊かにする！
増田さん<>sage<>2026/08/25(火) 22:18:39 ID:anond<>>>1<br>国防総省が予算提供しただけで軍事技術ではないですそもそも最初に接続したの大学同士だし<>
